1.  **Analyze the Request:**
        *   Other names: "John Crane", "Michael", "Victor", "Jason Bailey", "Robbie Barat".
    *   **Technical Terms:** ABI, AMM, Arbitrum, Beacon Chain, Besu, block, blockchain, byte, Chainlink, client, consensus, ConsenSys, crypto, cryptocurrency, DAO, dapp, DeFi, Dencun, EIP, ENS, ERC (ERC-20, ERC-721, ERC-1155), ETH, ether, NFT, TVL, CDP, USDST, EFST, RWAs, DAO, ICO, GANs, Ordinals.
    *   **Cleanup:** Remove excessive filler words ("um", "uh", "like") but keep natural flow. Fix punctuation.

2.  **Analyze the Input Transcript:**
    *   **Speakers:**
        *   SPEAKER_05: Seems to be the host (Victor?). Mentions "Victor" in text.
        *   SPEAKER_04: Kieran (or Kieren).
        *   SPEAKER_02: Michael (doing the demo).
        *   SPEAKER_01: John Crane (guest).
        *   SPEAKER_03: A brief interjection towards the end.

3.  **Step-by-Step Editing Plan:**

    *   **Segment 1: [00:02] - [00:32] (SPEAKER_05 & 04)**
        *   Intro to Strato Spotlight.
        *   SPEAKER_05: "Strato Spotlight", "Strato".
        *   SPEAKER_04: "relaunch onto version 2", "rewards back on".

    *   **Segment 2: [00:32] - [04:31] (SPEAKER_02 & 04)**
        *   SPEAKER_02 (Michael): Demo of the rewards system.
        *   Terms: "lending", "borrowing pool", "swapping pools", "CDP mint", "vault", "collateral", "EFST", "USDST", "DeFi", "liquidity pools", "ETH".
        *   Fix typos: "I believe this account has some EFST. Going to deposit it." -> "I believe this account has some EFST. I'm going to deposit it."
        *   "borrow a little bit here" -> "borrow".

    *   **Segment 3: [04:31] - [05:12] (SPEAKER_05 & 04)**
        *   SPEAKER_05: Recap. "Straddle points" -> likely "Strato points"? Context is "Strato". I will check if "Straddle" is a thing or a typo. Given "Strato Spotlight", "Straddle" sounds like an ASR error for "Strato". I will correct to "Strato".
        *   SPEAKER_04: "testnet", "livenet".

    *   **Segment 4: [05:12] - [08:15] (SPEAKER_05 & 01)**
        *   SPEAKER_05: Intro to John Crane. "SuperRare".
        *   SPEAKER_01: "Consensus Hackathon", "New York Bitcoin Center", "Ethereum", "Bitcoin", "counterparty", "Vitalik".
        *   Story about meeting at hackathon.

    *   **Segment 5: [08:15] - [09:09] (SPEAKER_05 & 01)**
        *   Hiring story. "Block Apps" -> "BlockApps"? The list has "ConsenSys", "Block Apps" isn't in the list. BlockApps is a known company. I will capitalize as BlockApps.
        *   "Krista Rose Tech" -> "Counterparty"? No, "Krista Rose" sounds like "Counterparty"? Or maybe a specific person. The speaker says "with Counterparty, you could have been on Krista Rose Tech". Context: Kieran/John were at BlockApps. Maybe "Krystal Rose"? Actually, "Counterparty" ran on Bitcoin. Maybe "Counterparty tech". The transcript says "Krista Rose". I'll keep it if it sounds like a name, or clean if it's gibberish. "Krista Rose Tech" is likely a mishearing of "Counterparty tech" or similar, but "Krista Rose" sounds like a name. I'll leave it as a proper noun if unsure, or capitalize. Actually, looking at audio patterns, "Krista Rose Tech" might be "Counterparty's tech". Given the context "With Counterparty, you could have been on...", it implies a different platform. I will keep "Krista Rose Tech" but capitalize it. *Self-correction*: The transcript says "So with Counterparty, you could have been on Krista Rose Tech." I'll leave it unless it's obviously "Counterparty's tech". It's ambiguous.

    *   **Segment 6: [09:09] - [11:22] (SPEAKER_05 & 01)**
        *   SPEAKER_05: Inspiration for SuperRare.
        *   SPEAKER_01: "ICO boom", "ERC-20", "ERC-721", "CryptoPunks", "NFTs", "SuperRare".

    *   **Segment 7: [11:22] - [13:29] (SPEAKER_05 & 01)**
        *   SPEAKER_05: NFT explosion.
        *   SPEAKER_01: "DeFi" mentioned later? No, "DAO".
        *   "Cashflow positive".
        *   "CryptoKitties", "Flow", "Dapper" (implied?).

    *   **Segment 8: [13:29] - [14:09] (SPEAKER_05 & 01)**
        *   SPEAKER_05: Rare token, DAO governance.
        *   SPEAKER_01: "DAO", "airdrop".

    *   **Segment 9: [14:09] - [17:05] (SPEAKER_01, 04, 05)**
        *   SPEAKER_01: Challenges of DAO. "Gensler".
        *   SPEAKER_04: Representative democracy.
        *   SPEAKER_05: Color button absurdity.

    *   **Segment 10: [17:05] - [19:21] (SPEAKER_05 & 01)**
        *   SPEAKER_05: Curation vs Decentralization.
        *   SPEAKER_01: "pump.fun" (streamer heyday).

    *   **Segment 11: [19:21] - [20:12] (SPEAKER_01 & 04)**
        *   SPEAKER_01: Voting on artists.
        *   SPEAKER_04: "pump.fun streamer heyday", "Hot or Not".

    *   **Segment 12: [20:12] - [24:18] (SPEAKER_05, 01, 04)**
        *   SPEAKER_05: Chicken or egg (artists vs buyers).
        *   SPEAKER_01: Story about Jason Bailey and Club NFT. Robbie Barat.
        *   Microsoft launch.

    *   **Segment 13: [24:18] - [25:02] (SPEAKER_04 & 01)**
        *   SPEAKER_04: Future of art/NFTs. TradFi/DeFi merger.
        *   SPEAKER_01: Gallery, physical sales.

    *   **Segment 14: [25:02] - [27:06] (SPEAKER_01)**
        *   SPEAKER_01: NFTs fading to background. Provenance. Physical + Digital.

    *   **Segment 15: [27:06] - [29:02] (SPEAKER_05, 01, 04)**
        *   SPEAKER_05: Insurance, appraisal.
        *   SPEAKER_01: Lending. RWA.
        *   SPEAKER_04: Tokenizing for liquidity. "Picasso".

    *   **Segment 16: [29:02] - [30:54] (SPEAKER_01, 05)**
        *   SPEAKER_01: Identity.
        *   SPEAKER_05: Sotheby's, provenance research.
        *   SPEAKER_01: Disintermediated.

    *   **Segment 17: [30:54] - [31:20] (SPEAKER_01, 04)**
        *   SPEAKER_01: Gallery on Bowery. Auction houses hurting.
        *   SPEAKER_04: Illiquidity.

    *   **Segment 18: [31:20] - [33:00] (SPEAKER_01, 05)**
        *   SPEAKER_01: Price transparency. Innovator's dilemma.
        *   SPEAKER_05: Loans, conflict of interest.

    *   **Segment 19: [33:00] - [35:26] (SPEAKER_03, 01, 05)**
        *   SPEAKER_03: AI and art.
        *   SPEAKER_01: GANs.

    *   **Segment 20: [35:26] - [37:43] (SPEAKER_05 & 01)**
        *   SPEAKER_05: Metadata, human vs AI.
        *   SPEAKER_01: Phone numbers, cryptographic signing. Bitcoin ordinals.

    *   **Segment 21: [37:43] - [38:21] (SPEAKER_03, 05, 01)**
        *   SPEAKER_03: Ordinals on-chain vs URL.
        *   SPEAKER_05: Physical gallery decision.

    *   **Segment 22: [38:21] - [39:38] (SPEAKER_01, 05)**
        *   SPEAKER_01: Offline gallery.
        *   SPEAKER_05: Future areas for provenance.

    *   **Segment 23: [39:38] - [42:31] (SPEAKER_01, 04, 05)**
        *   SPEAKER_01: Luxury assets. Wine, watches, handbags. Courtyard. RWAs.
        *   SPEAKER_05: Mission accomplished.
        *   SPEAKER_01: BlackRock, treasuries.

    *   **Segment 24: [42:31] - End (SPEAKER_05, 01)**
        *   Outro.

4.  **Specific Corrections & Cleanup:**
    *   "Straddle points" -> "Strato points" (Context: Strato platform).
    *   "Kieran" -> "Kieren" (Per prompt instruction, even though list truncated).
    *   "Robbie Barat" -> "Robbie Barratt"? (Spelling check: Robbie Barratt is a known AI artist. "Barat" is likely a typo. I will correct to Barratt).
    *   "Sotheby's" -> Capitalize.
    *   "Ether rocks" -> "Ether Rocks".
    *   "Vitalik" -> Vitalik Buterin (or just Vitalik if transcript says Vitalik).
    *   "DeFi" -> DeFi.
    *   "ERC 20" -> ERC-20.
    *   "ERC721" -> ERC-721.
    *   "NFT" -> NFT.
    *   "livenet" -> "mainnet" (usually term is mainnet, but transcript says "livenet". I'll keep "livenet" if it's their specific term, or change to mainnet if generic. Transcript says: "Just that this was on testnet, it is live on livenet." "Livenet" is a common term in some circles to distinguish from testnet, though mainnet is more standard. I will stick to "livenet" as it seems to be a specific choice by the speaker to contrast with "testnet" in a user-facing way, or I can normalize to "mainnet" later when he says "main net". I'll keep "livenet" to be safe on speaker intent, but "mainnet" later.)
    *   "main net" -> "mainnet".
    *   "picasso" -> "Picasso".
    *   "TradFi" -> TradFi.
    *   "GANs" -> GANs (Generative Adversarial Networks).
    *   "CDP" -> CDP (Collateralized Debt Position).
    *   "USDST" -> USDST (Stably Dollar?).
    *   "EFST" -> EFST (Efficiency? Token specific).
    *   "TVL" -> TVL.
    *   "Ordinals" -> Ordinals.
    *   "Innovators dilemma" -> Innovator's Dilemma.
    *   "Black rocks" -> BlackRock.
    *   "Gensler" -> Gary Gensler.

5.  **Merging & Formatting:**
    *   Merge paragraphs for same speaker.
    *   Clean fillers: "um", "uh", "you know" (keep some for flow).
    *   Timestamps: Keep them at start of merged block.

6.  **Reviewing Specific Tricky Sections:**
    *   *SPEAKER_02 Demo:* "I believe this account has some EFST. Going to deposit it." -> "I believe this account has some EFST. I'm going to deposit it." "There you go. Deposited. We can borrow. I'm just going to borrow, let's say, 100 USDST. 91, rather." -> "There you go. Deposited. We can borrow. I'm just going to borrow, let's say, 100 USDST. Actually 91, rather." (Smoothing).
    *   *SPEAKER_01 on Hackathon:* "no so i was i was kind of hanging out..." -> "No, so I was kind of hanging out..." "Vitalik's full of shit." -> Keep the quote but maybe clean context? No, preserve content. "I was like, OK, I was wrong. Like, this is actually super cool." -> "I was like, 'OK, I was wrong. Like, this is actually super cool.'"
    *   *SPEAKER_05:* "Straddle points" -> "Strato points".
    *   *SPEAKER_04:* "pump.fun streamer heyday" -> "pump.fun streamer heyday" (capitalization: Pump.fun).
    *   *SPEAKER_03:* "take a take on it" -> "take a take on it" -> "take a tack on it" or "take a take". Likely "take a turn". "Can I jump in on this? Yeah, please. Take a take on it." -> "Take a tack on it" sounds unlikely. Maybe "Take a turn". Or "Take a take" is a stutter. I'll smooth to "Take a turn on it." Or just "Take a take on it" -> "Take a take on it" (Keep it, maybe "Take a stance"). Let's look at context. "Do you see as the future of... Can I jump in? Take a take on it." He means "Here is my take on it." I will change "Take a take on it" to "Here's my take on it" or just "My take on it." The prompt says "Remove: False starts". "Take a take" is a false start for "My take".
    *   *SPEAKER_01:* "Courtyard" -> Courtyard.io (keep as Courtyard).

7.  **Word Count Check:**
    *   Input is approx 3000-4000 words.
    *   Output needs to be roughly same.

8.  **Final Polish:**
    *   Check "Kieran" vs "Kieren". The prompt says: "IMPORTANT: 'Kieran' → 'Kieren' (Kieren James-Lubin, NOT Kieran)". I will apply this rule globally for "Kieran".
    *   Check "John Crane". Spelling is likely correct.
    *   "Strava" -> "Strato"? "Strava Spotlight" at end. Transcript says "Strava Spotlight" at the end, but "Strato" earlier. Context is "Strato" (blockchain platform). "Strava" is a fitness app. Definitely a typo for "Strato". I will fix "Strava" to "Strato".

Let's execute.

*Processing Transcript...*

SPEAKER_05: OK, well, we have a special treat for you. Before we get into our regular scheduled content, we are adding a new weekly segment called Strato Spotlight, where we highlight the latest and greatest features on Strato. And for this week, we have a really special one. Kieren, why don't you announce it?

SPEAKER_04: Thanks, Victor. So we completed our relaunch onto version 2 a little over a month ago, and wanted to monitor the system a little bit to just make sure everything was working well before we turned rewards back on. We have done that. As of this Thursday, so—and we haven't been loud about it just yet—we've been testing a little bit internally and it seems all good to go. So Michael will show you a little bit about what I'd call season one of our rewards program. Season zero was very successful, bringing in about eight million of TVL.

SPEAKER_02: And we hope to see similar and greater results with the new rewards program. Over to Michael. Hi, everyone. So I'm introducing the new rewards program. This page will be under the rewards section under the tab. You can find it here. This activities tab shows all the different activities people are doing in order to obtain rewards on the platform. Some are one-time, such as lending from the borrowing pool here, or just like contributing liquidity to the swapping pools as this person has done. We're going to start with the CDP mint. Go to advanced. Go to here. We have to first add a collateral to the vault. I believe this account has some EFST. I'm going to deposit it. There you go. Deposited. We can borrow. I'm just going to borrow, let's say, 100 USDST. 91, rather. There you go. Then we borrow the 91 USDST, and that would be accruing rewards as a position. Next, we're going to do deposit to lending pool. We have about, let's see, 496. Let's deposit 100 here. Great. Now we're going to do a swap, which is a one-time position. Let's do 100 swap assets. And add to liquidity pools. When you add to liquidity pools, it is an ongoing position. So then every time, as long as you leave your funds in the pool, you'll be accruing rewards. Turn deposit here. Great. And now we have the regular borrow functionality. Right now, I had deposited, I believe, two ETH earlier. So I'm going to just borrow a little bit here. And this will be accruing rewards ongoing also. Great. Borrowed. Now I just want to show you the My Rewards section of the page. We have this claimable section that you can claim at any time. There's no minimum, but this also shows your active positions, such as the lending pool position that we took, lending and borrowing, and any kind of liquidity that you contribute to the swap pools that I'm going to claim here. And it's as simple as that.

SPEAKER_05: Back over to you guys. Awesome. Thank you, Michael. And we should highlight for everyone, if you look at the activities, there's a long list of activities that you can do to earn Strato points. And also, if you currently are engaged in one of the activities, for example, if you already have put some into a swapping pool or the lending pool, you have to take it out and put it back in to re-enable rewards for the system.

SPEAKER_04: Kieren, anything you want to add? Just that this was on testnet, it is live on livenet. You'll see very slight differences when you do so.

SPEAKER_05: Yeah, so thank you everyone. Please start using the reward system. We'd love to give out lots of rewards to you. You know, in preparation to launching our full mainnet and making these rewards tradable in the future. So thank you for tuning in. Hope you use our rewards and tune in for more Strato Spotlight segments in the future. Take care. Okay, we are live, and we have a very special episode today. We are talking about the future of art and NFTs, and we're joined by special guest and very old friend, John Crane. Welcome, John Crane.

SPEAKER_01: Hey, Victor. Hey, everyone. Good to see you guys. Thanks for having me.

SPEAKER_05: John Crane, of course, as everyone knows, is the founder of SuperRare. But do you want to give a quick intro for anyone who is not intimately familiar with all the amazing things you've done over the past couple of years?

SPEAKER_01: Yeah, sure. So yeah, let's see, my crypto journey started in around 2015, going to the Consensus Hackathon where I met at least three of the other folks on this call there. Yeah, before that, my background was kind of in art and technology. I worked in advertising. I studied architecture and structural engineering for undergrad. And yeah, I was always really interested in when crypto and blockchain were going to intersect more with kind of the consumer tech and just things that were a little bit past, you know, finance and trading. And so, yeah, when I saw NFTs, it was an instant win for digital art. And so, I doubled down immediately.

SPEAKER_05: Yeah, and I remember how you heard about the hackathon or Ethereum generally. Obviously we met there, but like, what was that?

SPEAKER_01: Yeah. Well, your idea. No, so I was kind of hanging out with the New York Bitcoin crowd. Actually, yeah, I had actually met I think John Lillic, which I forgot, but I met him at the like the New York Bitcoin Center. I don't know if you guys remember that.

SPEAKER_05: Yeah, we do. Yeah.

SPEAKER_01: Yeah. So I was hanging around and actually I was like super into Counterparty. So I was very much like Ethereum is too complicated. You know, Vitalik's full of shit. It's not going to work. And then the network launched and I was like, OK, I was wrong. Like, this is actually super cool. You know, I have no problem changing. I was like I was totally wrong, this is amazing. And I was just like googling Ethereum blockchain hackathon. I was like trying to find like get deeper involved, you know, I was trying to like quit my day job and go full-time crypto. And so then I I think I just googled it and it was like, oh there's this hackathon in two weeks and I applied with Charles and then yeah met you guys.

SPEAKER_05: Yeah, and to be clear, to let everyone know that we were blown away by you and your brother Charles' project, and we gave you, I think, your first job, both of you in Web3, right? We gave you the...

SPEAKER_01: Yeah, yeah, yeah, for sure. Exactly, yeah. I think the Monday after, I feel like I immediately quit and started working with you guys full-time on BlockApps.

SPEAKER_05: Yeah, I think we tried to give you a job on the spot because you guys were...

SPEAKER_01: Yeah, yeah.

SPEAKER_05: There was like a couple week consulting transition period while, you know.

SPEAKER_01: Yeah, I think that's true. Yeah. Maybe it was like we started like hourly, like you know, getting to know each other a little bit and then full time.

SPEAKER_05: So with Counterparty, you could have been on Krista Rose Tech.

SPEAKER_01: Yeah, exactly. If only.

SPEAKER_05: So what inspired SuperRare? I know when you were working with us, you kind of became our head of product and you were working on a bunch of those enterprise implementations. But what triggered you to kind of create SuperRare, which is for anyone who doesn't know, one of the first NFT platforms really out there?

SPEAKER_01: Yeah, I, well, I mean, it was super interesting, right? You know, like we were all kind of on the ground floor at the Consensus office or like at least me and Kieren are hanging out there and like watching the ICO boom happen was fascinating. Cause I was like, I remember me and Kieren talked a bunch about ERC-20 tokens and like, I found it was like super interesting that it was this very small bit of standard, a super simple protocol, very simple code. But like the adoption created this, you know, there's massive wealth generation. And even if there were also lots of scams, I'd say generally net positive for humans in the economy. Like it was like incredible to see that happen. And so then I saw some of the standards conversations around ERC-721 and I saw the CryptoPunks launch and I was like, well, this is pretty crazy. If you think about the consumer web, it's all an image and a title tag and some metadata. It could be that the entire consumer web turns into NFTs and that I don't know exactly what the business model is going to look like, but the total addressable market is probably pretty large. So that got me into NFTs. And then on the flip side of that, I was also kind of in and around the New York art scene, like going to the art fairs. I had friends who were looking for gallery representation and kind of part of the business of art. And it's just seemed obvious. I was like, oh, there's now a way to kind of like truly own digital assets. And this is obviously going to apply to digital art. So it's kind of like the marriage of my interest in the tech side, but then also my interests and passions around art.

SPEAKER_05: And like, what was it like to be at the forefront of like the NFT explosion? Because you guys, like, I know for a long time you were building and it was like, oh, you know, like, how's it going? And, you know, like, no one is really paying attention. And all of a sudden, you know, next day, everyone's talking about NFTs.

SPEAKER_01: It was absolutely crazy. It was hard to be like, it was just like completely surreal the whole time. Like it felt like a dream. Like we started in 2018. You know, we tried to raise money. It never really worked. Like by the time we raised, we were already cashflow positive and like making more than we were paying ourselves. So that's the best situation to possibly be. It was like it was much easier to raise then than when I was like, I have this really cool idea. So it was, yeah, it was a grind. It was super volatile. Many times I was just like, what am I doing with my life? But, uh, yeah, then it just really started. Like, I remember the numbers were like doubling every month for a while. And like, I remember it was October, 2020 was our first million dollar month in volume. And I was just like, this is wild, you know? Cause 12 months ago, we were like, all right. So the volume was like $5,000. We made a couple hundred bucks.

SPEAKER_05: And were you guys the first self minting NFT platform?

SPEAKER_01: I think like we're trying to talk about that actually. Yeah, we were the first to come. I think there were maybe a couple other minting tools, but like we were the first to combine the minting and the marketplace experience. So it was like there weren't like great minting tools then. So we started with the minting tool and then we're like, all right, I guess people need a place to sell this. So we'll build the marketplace too. And you know, it's partially just out of necessity. Cause like the tooling sucked at the time.

SPEAKER_05: It's funny because I remember, if you recall, what later became the Flow guys doing CryptoKitties. They were based in Vancouver and I was talking to them about running it on our blockchain and doing that kind of stuff too at the time. And I mean, you've done so much. One of the amazing things, it's the launch of the RARE token. And you guys seem to be one of the first projects that was really committed to sort of figuring out DAO governance in reality. What led to that and how did that go? What did you figure out there?

SPEAKER_01: Yeah, I mean, you know, early on, I was like part of like what got me excited about Bitcoin and Ethereum is just the idea of these networks where, you know, the users of the networks also participate in upside of the network. You know, like there's the, you know, like the Fat Protocol article that was super popular like 2016. So just like thinking about, OK, what does monetization look like? And, you know, can you build platforms that are you know, like they're more like collaborative than extractive where it's like, you know, if you're Meta, you're just like, I'm just gonna extract as much metadata and, you know, sell ads, you know, which is a great business, but partially for me, it was almost like a thought experiment of like, is it possible to build a network where you don't have to sell ads? And it could be like, maybe it's a marketplace as the business model. And then, you know, kinda, it's like collective ownership via the token. So. Yeah, I was drinking a lot of the crypto Kool-Aid at the time.

SPEAKER_05: Did you do it like classic ICO style? Was there like fixed price auction? How did it, how did the RARE get in there?

SPEAKER_01: Yeah, we actually just did a huge airdrop. Probably one of our mistakes. Yeah. So like we should have probably, you know, sold a bunch of tokens, but we actually just gave them away. And yeah, I mean, yeah, there's plenty of challenges to like, you know, DAOs are hard to manage and run. But, you know, it's cool to see the current administration kind of like change tack and actually seem like they're interested in like building and pushing forward. So.

SPEAKER_05: What do you think the biggest challenge was in, what do you think, you know, the biggest challenge was in running a DAO? Because I think all of us had that sort of as an ideal state with the crypto Kool-Aid, you know, running things completely decentralized. What do you think are, you know, the challenges you faced when you did it and that are still out there, do you think?

SPEAKER_01: Yeah. I mean, I think still one of the bigger challenges is regulatory. Like you have, you're like trying to read the tea leaves and then rather than just making like the bet, you're like, okay, well, this is the simplest, best decision. You're like, okay, well, this is not clear what this means. So maybe we should do this. And like, how do we not get in trouble for trying to experiment. And it's obviously, you know, the position is friendlier, but there's still no clear rules. You know, it's like the, obviously like the Gensler era of enforcement. The dark ages, you know.

SPEAKER_04: Gary's going to be turning up for a job somewhere soon, isn't he?

SPEAKER_01: Yeah. Man. Do you think of it as the advice?

SPEAKER_04: Do you think of it more like it should be like a representative democracy? Like should it be like passing bills in there?

SPEAKER_01: I think they're like, they're proposals and there's like delegation usually is the model.

SPEAKER_04: Yeah. It can also be like, just like you got a couple of leaders, but the stake could call a confidence vote or something. Or like people like futarchy too. I haven't tried it yet, but what's that? Like MetaDAO is trying to do that sort of thing. Yeah.

SPEAKER_01: I think it kind of depends on like specifically what you're doing. You know, if it's something like, you know, I mean, Bitcoin and Ethereum are obviously not DAOs, but just like, you know, where it's like if small changes can have potentially like catastrophic impact, I think that's one thing. If you know, it's like SuperRare where it's like there's a low level protocol and there's application and like, you know, other than like the escrow contracts for auctions and things, the stakes are like fairly low. I do kind of like the idea of if you can empower a team or a few individuals to kind of just keep going, and then the token holders can tell people to stop versus having to approve everything, that's a very silly, arduous process. And I feel like it should be more like, okay, if you're veering off in the wrong direction, there's a way to kind of raise your voice and influence it.

SPEAKER_05: You know, having a vote on like what color the button should be or something is very absurd. I'm curious, like, you know, given that you're a decentralization advocate, how do you balance like being a curated kind of platform and being open? You know, like, how do you think about those two? Because I think one of the advantages of SuperRare with the curation side in art, you keep the quality very, very high. And yeah, unlike you know more marketplace type NFT platforms which just frankly puts a ton of crap like out there. So yeah. How do you balance those two and kind of keep decentralized, do you think?

SPEAKER_01: Yeah, no it is. I mean, it's kind of challenging. It's almost a paradox. But I think, you know, we've kind of always taken the like minimal decentralization, so it's like you have it where it's useful and then you're like one example is like we were like talking about like token models early on it was like maybe we'll have token holders vote on artists and I was just like that sounds like the most dramatic terrible thing I could ever imagine. You know, it's like people voting like your art's terrible like you're like oh my word.

SPEAKER_04: I mean, in the Pump.fun streamer heyday, I think that it could have really worked during that period of time. Yeah, you know, maybe we could have people stream. Yeah, it's like live going. Like, is the art good or bad? Watch this artist threaten to commit suicide. I did do stuff on a dating project once where you basically had to be voted in based on your notes, which just seems horrible.

SPEAKER_05: Very, very evil, you know. But there's right now 10 pages, remember those? Yes, yes, or Hot or Not or all of those. Oh, yeah, yeah. It's, yeah, just brutal. But, yeah, especially in places, you know, the art industry can be quite vicious, right?

SPEAKER_01: Yeah, it's challenging and good art is subjective. I feel like the on-chain auctions, escrow on-chain, that makes a lot of sense. On-chain voting for which artists are good, that's kind of like, let people who are like making decisions, like do their thing. And then if it starts to be, you know, like if things get out of hand, maybe like the token holders can like, you know, raise awareness, but yeah. And like part of it too. I mean, actually early on, we were like, thought we would be more of an open platform. And then as things progressed, there were more tools. Like, you know, we were just trying, it was like, we were building things, trying to add value. And yeah, there's a ton of open tooling. So like early on, we kind of thought we might have like SuperRare as like the ultra curated view into the market. And then maybe you have like, you know, another kind of like open platform that's anyone could use. But I'm curious, like what was the, like, you know, it's a two side market with market artists and art buyers. Like, what do you think, like did you have to get the artist first to convince them and how did you do that? Or did you have to get the art first?

SPEAKER_05: Yeah, we, you know, you kind of had to get both first. So, I mean, we started like just, you know, out of like, it really started as just me kind of like experimenting and building. And so we were like, you know, started with the minting tools. I was going around like demoing, talking to people and, you know, I guess we, it first kind of piqued interest of the artists. Like I was, you know, like we were like talking about how it would work. And then when we, when we first launched the, we kind of had, um, so there's, uh, Jason Bailey, who was kind of like an early digital art advocate, you know, big writer. Um, he ran a company or runs a company called Club NFT that does like NFT art backups. Yeah. And he hit us up and was like, Hey guys, like we'd been talking to him. And he was like, I know you're getting close with your product. Like I want to buy this art on Monday. Can we, can I do it on SuperRare? And I like looked at Charles and I was like, do you, Jason wants to, you know, buy something on mainnet on Monday. Like, what can we do? That was in like 36 hours that Charles was like, yeah, probably. And so then we basically stayed up for 36 hours fixing bugs.

SPEAKER_05: I'm getting flashbacks to when Microsoft said we want to launch blockchain as a service with you at DevCon 1.

SPEAKER_01: Exactly. Oh my God. There are many parallels. Nothing like a good deadline to get.

SPEAKER_05: Yes, exactly. Especially with a big, you know, major event partner that you know can make or break you, right? So yeah. Just don't have live demos on the end of all of that as well.

SPEAKER_01: Yeah, exactly. That's when it gets real risky. We actually, so when we did it there was a funny bug with the like the React stuff. So we were like live like helping. We were like live streaming or not live streaming but like screen sharing the transaction with this artist Robbie Barratt and Jason. And we're like literally pushing fixes. It was like, oh, we didn't know. I didn't expect that to happen. Like, okay, one second. Like, all right, it's deployed. Just reload the page. Lots of cash clearing. I remember about that.

SPEAKER_04: I'm curious what you see as the future of just generally like art and NFTs.

SPEAKER_01: Can I jump in on this? Yeah, please.

SPEAKER_04: My take on it. So in DeFi, we're starting to see, like as the administration has cleared the way to some extent. It seems like, you know, there was a pent up demand for something like a TradFi DeFi merger. It's not all the way there yet, but it's, you know, getting to just be five. Like I see the path to that happening. Do you think like it's NFTs really stay sort of like a distinct asset class forever? I know, you know, maybe you could talk about your gallery. I know you started to do a lot of like physical sales. Et cetera. Like, does it kind of, what, or, you know, do they merge? Do they not? Do they?

